Sample	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
0	-9812.277153238216	-9610.579429937552	-201.69772330066425	0.36339033617913413	0.23198497378816332	0.09629655977418199	0.3083281302585205	0.3291816742299533	0.3263814794912244	0.10692985885631322	0.2375069874225091	0.3639429551754168	0.012776348391291591	0.5917044422532576	0.031576254180033896	3.9062642300861743	3.75889986432562	4.189792947208797	0.6550866100421254	1.0174655340350847	1.325805411208705	0.023992190506378522	1.912157049000807	46.20251166098082	127.52592336598914	-2557.376631093332	-3377.541667204359	-3675.6611316398603
25000	-9825.278999030503	-9620.669157506529	-204.60984152397438	0.35413587715391215	0.2201810710107037	0.10509979272315946	0.32058325911222463	0.34962041144222206	0.30635549157412084	0.14468433812348522	0.19933975886017216	0.3881650375708589	0.01843520518221574	0.5597863748585131	0.03361338238841216	4.266917630309695	4.5701151361203785	4.29794597864381	0.6350491459055557	0.9581714983167683	1.4050414945677026	0.022795491535249842	1.8412795681560994	46.07401160637683	128.7034874920102	-2557.4177817450704	-3388.6406240072924	-3674.610751754167
50000	-9817.757555270378	-9614.66112355956	-203.09643171081942	0.32762267767094067	0.24318014636214433	0.10677715165311609	0.32242002431379896	0.3388180253999842	0.3154829814295428	0.1226116055870131	0.22308738758346033	0.36568352344967126	0.029539232278472556	0.5600081781544917	0.044769066117364455	3.7754461519489584	4.160031442969799	5.898232337989786	0.6246297991309956	1.0561374019896208	1.3174453217323892	0.02376749752732745	1.6748957731269933	46.59707952642584	129.7739322569169	-2553.728303381061	-3379.9187658402657	-3681.014054338232
75000	-9796.977101771532	-9598.42515557845	-198.55194619308259	0.33970978697976933	0.25872191511344417	0.0934369198728927	0.30813137803389395	0.32363435029786497	0.33377542732237675	0.12246134729682719	0.22012887508293158	0.36896667506320857	0.03125389952452451	0.5627201273528014	0.037059298059465375	3.567986519932536	4.060496007113423	4.553743512781363	0.7247533591026913	0.9165951080813428	1.3573408345259796	0.024701832688707584	1.8387371848716347	46.322677179998216	126.6551078105545	-2551.6588967770977	-3381.2622248749653	-3665.5040339263874
100000	-9825.950285930425	-9629.132927466975	-196.81735846345032	0.34723261291314744	0.24002361174205736	0.07497330173203375	0.3377704736127617	0.33558002782821494	0.2984700117163212	0.11685885784390626	0.24909110261155804	0.3816376702304801	0.02109134184319919	0.553851775962098	0.04341921196422237	2.996564225289996	4.432608864061339	6.3224256662156755	0.6326192307856167	0.9877192051513227	1.3779121318287078	0.024587564544526454	1.6106405070515284	46.596966484352464	125.52939773867246	-2560.380891908887	-3386.70883232891	-3682.043203229178
125000	-9811.243040938554	-9611.154546648408	-200.0884942901475	0.35568499921897895	0.25371633334370763	0.08168346227681539	0.30891520516049825	0.37601745354259375	0.305347247204612	0.11894517848774508	0.19969012076504955	0.36966261253268357	0.036102530755255755	0.5625321685225678	0.031702688189492415	3.49834395623683	4.371998073333726	5.744366035293986	0.6745702457080258	0.9143006048485263	1.409579483946821	0.022461429474047764	1.7803953456382862	47.08037661899494	129.29294230947025	-2552.7657103978477	-3390.361891931861	-3668.026944318699
150000	-9829.655916082822	-9620.119421749161	-209.5364943336603	0.3411858112345378	0.24542602081782805	0.09119110846950777	0.32219705947812666	0.3311968922696141	0.29208742767208384	0.13603429866458008	0.2406813813937223	0.3769371718263678	0.04419531905879025	0.541659986718513	0.037207522396328664	4.422121969086551	4.216374448056755	6.727699400102195	0.6860542136265371	1.0093876172513365	1.303063189187017	0.0233092745774145	1.972913297737105	46.60948830083767	130.50975271528887	-2556.279217835052	-3385.745656046784	-3678.0945478673257
175000	-9814.336950389057	-9617.470977784933	-196.86597260412475	0.3592943359022654	0.2350879088396053	0.08641251667842399	0.3192052385797056	0.3437933327389307	0.30709603821479653	0.11298833137576086	0.23612229767051227	0.3736867168225695	0.01586426088589351	0.5674929039082256	0.04295611838331104	4.177280195820992	4.4968813319948895	4.962321716288133	0.6234360775646436	0.9372536196032771	1.4375171412966758	0.023088666452894875	1.7801029602483622	47.11466890560516	126.78069551503434	-2552.9046621990383	-3390.3288434708743	-3674.2374721150204
200000	-9815.609483063185	-9616.3889066041	-199.22057645908575	0.31411348088176516	0.23824290987169464	0.10683726403761937	0.34080634520892106	0.32745225719789556	0.3328057985951991	0.12328456285035277	0.21645738135655282	0.3754235043868245	0.026644079637973862	0.5611417058439021	0.036790710131299004	4.13017991815057	4.528273203873453	6.416468373223731	0.6708013803138344	0.927107780624047	1.4005232265874266	0.024061740067521518	1.915380069408989	46.45966714245038	126.37401889548661	-2554.953673388023	-3379.592750890606	-3681.84248232547
225000	-9810.236081683423	-9612.855822433286	-197.38025925013642	0.34720768797490204	0.22845282872319536	0.09306877046231397	0.331270712839589	0.37035200136512836	0.2816865380732128	0.13489649143111254	0.21306496913054654	0.3541686076415078	0.018600965338130545	0.5761414873331598	0.051088939687201	4.617615658099606	4.311358380890046	6.223176940703881	0.6684263592992519	1.0189925473084473	1.3110021712937299	0.024108956857678707	1.6486649772652548	46.16039720336764	123.75544240712182	-2554.643886661781	-3392.2595840155354	-3665.9523517559705
