Sample	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
0	-2932.1304891551654	-2776.5053836498228	-155.6251055053425	0.25071200670190036	0.03758103664138784	0.18535120704795563	0.5263557496087563	0.16858750709727158	0.328181857731759	0.20966731291677326	0.29356332225419624	0.24849664412842784	0.044373379066776075	0.16256935661069927	0.5445606201940968	2.709241291445897	1.8327410969906583	1.3687086180477535	1.3917162461966959	0.9114800229179418	0.698669046343442	0.00416011873228931	1.2685815363889459	46.655665921949875	109.86951002126744	-1096.694089868395	-892.0765925694652	-787.7347012119627
25000	-2948.977519823834	-2778.6273782877815	-170.35014153605235	0.26060997608209435	0.04964454027901583	0.16112988797157074	0.528615595667319	0.173513473165763	0.305246354051503	0.2129844518007123	0.30825572098202164	0.3142360003763056	0.043232197400198784	0.17383718908028364	0.468694613143212	2.5851959099017785	2.2105583723633133	1.0271997198061005	1.3320042707867779	0.9405468657692603	0.7290298361619942	0.00428005818575769	1.4514054559191054	46.1060704022727	112.94112812165316	-1095.5352024741621	-897.3397829765274	-785.752392837092
50000	-2952.29007370272	-2772.5767045794028	-179.71336912331697	0.2121252541665486	0.04457695498228713	0.21225276339453614	0.5310450274566284	0.14570458207477316	0.2914506253688178	0.23647773283332119	0.32636705972308777	0.2626309913086218	0.04776161627495083	0.17683750459678613	0.5127698878196413	2.9543590923025063	1.83105114387348	2.0019240829914664	1.3657504523010227	0.9912866601728532	0.6447045563466051	0.003791918734354677	1.5955296861616777	46.493995046019435	118.22957819276778	-1089.1829607760772	-893.9557939181441	-789.4379498851816
75000	-2962.2958179267507	-2783.2138510495215	-179.08196687722912	0.258295481868921	0.031216494671366952	0.13624576634309404	0.5742422571166182	0.16371052889492851	0.3305696905323357	0.20857668381716726	0.2971430967555684	0.26015877455674424	0.08000528622171763	0.1730213450054643	0.48681459421607387	2.8238544012146827	1.3190088935875004	1.4420842823838804	1.4638943689672712	0.7336375289566044	0.8046771228807302	0.0038509827463614294	1.419378287546418	47.19164021830385	119.38002942801558	-1099.545220767552	-894.6804236512534	-788.988206630716
100000	-2920.948827006488	-2772.6953868723485	-148.25344013413948	0.28591712222360055	0.04031503817909945	0.14060135227608322	0.5331664873212172	0.13628065116254062	0.34103674059205646	0.23896447485108907	0.28371813339431373	0.21910336304175645	0.06547574380915601	0.18785390920170233	0.5275669839473853	2.771024962629009	1.7452807517591669	1.7072759851807429	1.2592617806915722	0.8264650199386869	0.9155077792777959	0.003898020087435378	1.1448088110261354	47.10324342364547	107.64822975434782	-1089.4847052040325	-895.943137842753	-787.267543825563
125000	-2954.084635115501	-2787.129686546386	-166.95494856911486	0.23428882800741452	0.03333803922867187	0.17496208915988967	0.5574110436040243	0.15947321942884815	0.30805528395338105	0.23079159398254762	0.30167990263522304	0.25716947552229014	0.10300725760405247	0.17381538733086574	0.46600787954279177	2.486666833934672	1.799704326221529	1.1734227790152076	1.2908915449586393	0.7940515417713185	0.916442111103178	0.004031872140825921	1.6272849855884812	46.36337294214161	112.56606497923141	-1093.2245170907167	-894.8325349206146	-799.0726345350546
150000	-2956.0986148963634	-2791.7040504068077	-164.39456448955568	0.2449800228161612	0.047729499387834155	0.19737152739928965	0.5099189503967152	0.1814210686361427	0.24985895352656323	0.2747421023982024	0.2939778754390916	0.26808766227780195	0.05894085983488852	0.18746157280082137	0.4855099050864884	2.0168263417038323	1.558285080537408	1.301700647262382	1.40139239734072	0.8527351126755467	0.7477838823520226	0.0041721979710050575	1.3626587858491959	46.14107914919078	113.7387374021422	-1096.1996239011337	-900.2697731686602	-795.2346533370139
175000	-2951.4625246677047	-2773.476101800193	-177.98642286751164	0.25908807845164394	0.033510235017730865	0.20306719669362458	0.5043344898370007	0.15057439135344516	0.32017651544781983	0.23730209926056867	0.29194699393816614	0.30306536153113495	0.051423802796621475	0.16539935760686778	0.48011147806537596	2.948997778236372	1.3968239623812104	1.1895906465240293	1.4168976930716637	0.804869993642516	0.7802175403956859	0.0040478651013283184	1.303468758706569	46.736916893603606	117.86863849356845	-1093.4663303552622	-892.1034101506236	-787.9063612943073
200000	-2952.9557890128954	-2786.1789935357715	-166.77679547712407	0.29135582529240056	0.050220585869601736	0.15579330445466355	0.5026302843833341	0.1619985456088345	0.31595728782027566	0.2185041196833105	0.3035400468875792	0.2823143065678277	0.05511545906545093	0.17134810067615608	0.49122213369056555	2.6836745954631565	1.304016697351053	2.0614167704231185	1.5308289802267148	0.6712786853199803	0.8004200915020044	0.0038917578359552447	1.2860101092123974	46.070883059071676	114.49581828593139	-1094.226707195725	-902.4440213672756	-789.5082649727709
225000	-2946.764914125118	-2780.73031183739	-166.03460228772792	0.2223785476795129	0.03913712931493892	0.21777746529255787	0.5207068577129903	0.10363475684040158	0.26379892318210013	0.2814733327349668	0.35109298724253135	0.3091638853412298	0.07829516412370738	0.16090295023418907	0.45163800030087387	3.360929459205225	2.7042952985417323	1.1535427206218452	1.3128943510890367	0.8795771334728901	0.8090184885384981	0.00385846457930538	1.2260371801083554	46.86452886285804	115.12542804370335	-1091.9450706441755	-898.9866321189763	-789.7986090742382
