Sample	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
0	-7543.421404740472	-7185.499129682421	-357.92227505805073	0.13644844175299264	0.07240508790110886	0.20857716832883694	0.5825693020170616	0.2323213205710686	0.19991185417997318	0.18166334937915704	0.3861034758698012	0.42970868679843155	0.27589496823475435	0.05605826598609671	0.2383380789807173	1.6934874438712348	1.509272347435201	3.116886565505389	1.261359925085832	1.275338562679878	0.46454608330612746	0.007390908763459003	6.5686471268409985	49.65640692903587	223.26784156613982	-2801.206553628994	-2967.412422951165	-1416.8801531022614
25000	-7505.431096105724	-7167.151828986932	-338.2792671187913	0.12365809418709525	0.060733756494556076	0.2176602912437359	0.5979478580746129	0.22514235386259038	0.2339011563678157	0.17216673799951712	0.3687897517700768	0.47325072722072875	0.24949669831237792	0.06349145337840778	0.21376112108848555	2.1321574732952597	1.3324847613491142	2.67295356701649	1.2335500565398974	1.2779919022496107	0.4895701843368729	0.00794957280153231	5.378195579947507	49.09319482693642	207.3707091809722	-2801.344885784723	-2952.2094607342915	-1413.5974824679174
50000	-7528.67829667466	-7185.489702820309	-343.1885938543513	0.13592009027785285	0.06300018647906645	0.19946312485783055	0.6016165983852502	0.2387008035597803	0.21175481257381207	0.17917207800357562	0.3703723058628321	0.4289344664547225	0.2853525650710867	0.06806420394187995	0.21764876453231083	1.6004438288680851	1.6780577239718153	2.3896474890934667	1.2693868211199721	1.2401482657749394	0.49174770749137464	0.00847362971918396	6.187664833652617	50.46044532469948	214.22295234131258	-2801.8760546302315	-2968.641426377693	-1414.972221812385
75000	-7506.690549369013	-7175.0512597705365	-331.6392895984765	0.12602691800593555	0.05606816548175379	0.21358075438390495	0.6043241621284058	0.2252400094669437	0.25256199685394176	0.1764458900125659	0.3457521036665488	0.5127165317852167	0.22384749625830164	0.05648844529961918	0.20694752665686228	1.9335524106585837	1.431989901738776	2.78068582220552	1.2192045284857815	1.3189319311010244	0.4629073715012227	0.008332076719217523	5.8003078626706905	49.0472403060337	201.62045537865686	-2805.1365002751822	-2954.2821800756633	-1415.6325794196907
100000	-7511.422144111752	-7176.179796920667	-335.2423471910845	0.11319543835376288	0.060990514903819286	0.20517625089928287	0.620637795843135	0.23071534451577813	0.20990558604281362	0.18292059906266933	0.3764584703787389	0.4858493105521802	0.26095970033165516	0.05492040166259141	0.19827058745357318	2.033082514641823	1.3006741315075172	2.7728016472743846	1.1776842747680245	1.3350200160609371	0.48814182476517326	0.008180572968055837	5.5045150254771205	47.7916050736353	201.7633231589073	-2809.479143005321	-2950.3136702336137	-1416.3869836817332
125000	-7511.897560850136	-7172.385647169802	-339.511913680334	0.14858373907220798	0.07372667320797457	0.22228752828459442	0.5554020594352231	0.21573931299827348	0.21771031135412547	0.17521841502847058	0.39133196061913034	0.4768320027004938	0.2538792249520969	0.05973286239629385	0.20955590995111537	1.8109635454227677	1.6208187831469965	2.7739606334386693	1.3103688971382645	1.1915757511483618	0.499533298842605	0.008371798069203807	5.16300762406	49.82443556238175	210.55301280610058	-2805.4012577278895	-2952.863107889132	-1414.1212815527806
150000	-7512.8760965729125	-7178.59865922393	-334.2774373489832	0.12665490205324517	0.06521503885277416	0.17934934413361459	0.6287807149603664	0.21596601566063534	0.21576157132827567	0.15098084041749657	0.4172915725935923	0.4737097079326983	0.2910575038201837	0.06346266310331136	0.17177012514380646	1.856582149561611	1.27841636985883	3.303612797271782	1.2416881355857134	1.267225602552645	0.49223715774538457	0.00856358962665372	5.25499771478104	49.50331575466369	203.39428419968732	-2796.8475480538523	-2962.7363123375217	-1419.014798832556
175000	-7517.0939917368	-7176.734156808809	-340.3598349279906	0.13801184461264476	0.06324119463784385	0.2151128585176224	0.5836341022318894	0.20913566565734434	0.1912987102061996	0.21417452068854395	0.385391103447912	0.4344618862280388	0.2765711863783889	0.06881162137747139	0.2201553060161008	1.8352181781304893	1.445628190859941	2.3210735187518834	1.2446002610074955	1.2624544557789006	0.49411004636126016	0.008025986188503467	5.315452830925486	48.04583225736185	208.8104030761114	-2811.793196935698	-2956.0304765275578	-1408.910483345553
200000	-7525.545747603334	-7171.036578330959	-354.5091692723757	0.12899045446784785	0.05710172934288884	0.20094524516579831	0.6129625710234653	0.21537101859430727	0.2161333296814809	0.19941227851994656	0.36908337320426515	0.45835092460353094	0.23164347483383038	0.0661396600823081	0.24386594048033045	1.7636767401724478	1.475704842302993	2.883769438777418	1.2219811503042382	1.243984936381486	0.5350909664109632	0.007539598253147681	6.380176059058789	50.101529839565416	221.16581079461213	-2801.3852914274717	-2949.264909797981	-1420.3863771055057
225000	-7535.961936465841	-7184.36042436115	-351.6015121046911	0.10518908651475802	0.062130707178788255	0.22343765863252854	0.6092425476739256	0.25158543833525715	0.21478737746603602	0.18214923042068584	0.3514779537780209	0.404795144879113	0.3144309853702331	0.07961444287822604	0.201159426872428	2.00688295971436	1.583220670591232	2.1827691308508768	1.2114242073023296	1.3345011420902908	0.4550814325469149	0.00762625407151983	5.698454033030218	50.160490691947494	216.77568337448605	-2803.544677965723	-2961.6571859480077	-1419.1585604474185
250000	-7523.979271159765	-7169.720153986138	-354.25911717362686	0.1263611545290969	0.06980918066870086	0.1835695589135305	0.6202601058886722	0.23894076752807564	0.22816260511055733	0.16328113999775853	0.3696154873636083	0.42163403947680367	0.27763574552513026	0.050656442177553745	0.2500737728205125	1.7688691607598768	1.6687711042172702	2.7724140771778867	1.245965140347154	1.2243780128298534	0.5308281093960738	0.007364977026022568	6.549722237468046	49.636489764240295	220.95106857291265	-2809.8135686662395	-2951.3492927942207	-1408.5572925256777
275000	-7526.110891550708	-7168.102145830112	-358.0087457205962	0.133446827854361	0.06010198223821846	0.1886896304216369	0.617761559485784	0.2127543577525442	0.20603764694141452	0.17760025264136903	0.40360774266467186	0.5194240103481925	0.227848229437949	0.0631508961750793	0.18957686403877927	2.1572404289037816	1.6872217750517307	2.401479274836572	1.2568003255356441	1.2335470296159985	0.5108755035413836	0.007133980247880296	6.690114732812723	49.334197700434025	221.10357754126812	-2797.7499702175764	-2951.5378268499544	-1418.8143487625812
300000	-7497.662762825596	-7156.255010723988	-341.4077521016079	0.12144871248193347	0.07304029606790943	0.20242829862245384	0.6030826928277037	0.21100212482214636	0.21284930337423838	0.19247163508433346	0.38367693671928144	0.4138946717011726	0.2981653754413528	0.05482371612817796	0.23311623672929668	1.6177365457648978	1.5084845540034415	2.613444798506968	1.2926281920287823	1.2205730807062498	0.48819219484605664	0.007990830683692754	5.591214644110781	47.8919377563235	207.2244634886186	-2790.300020659426	-2956.0359044497227	-1409.919085614839
325000	-7497.875540636697	-7160.405351160236	-337.4701894764612	0.1481200535980775	0.05859995307957534	0.1912278966738533	0.6020520966484944	0.2099018865976845	0.21110155232588085	0.1891451129410721	0.3898514481353621	0.4448273519878953	0.2659826876697447	0.05432970074939944	0.23486025959296047	1.9280604135195416	1.4520761938976872	2.4708027922220075	1.2472183980908682	1.2469117216979575	0.5070471106782738	0.008064064910452664	5.199011502928553	48.047956443012495	203.46434093751986	-2803.1512791429795	-2946.081142976005	-1411.1729290412518
350000	-7506.103296030626	-7165.3804139077165	-340.7228821229088	0.14382878141133096	0.07753153858509856	0.19362015414757014	0.585019525856001	0.2420950133816699	0.2226964199056328	0.17781318802942525	0.35739537868327154	0.47334355407098383	0.2637447369949591	0.07038750292138148	0.19252420601267559	1.635487128258365	1.6066626833489597	2.5195566231606668	1.3214354719472376	1.2199657637603565	0.4601294093969166	0.008092119717539788	5.320759294891798	48.18145682160157	207.67313307276663	-2796.3301724342705	-2957.8288476002685	-1411.2213938731775
375000	-7508.745521248142	-7166.602438518234	-342.143082729908	0.12960151494686148	0.07104298190100486	0.21154143472714643	0.5878140684249877	0.23804884139675675	0.22607587564045817	0.19138308260469505	0.3444922003580896	0.45943130468659826	0.2530747192298535	0.053405975534704025	0.23408800054884416	1.6164513982576565	1.3814466667007281	2.034058173859295	1.2679798616148237	1.24458928662782	0.48870694633647477	0.007911666432426091	4.3775796524683095	47.23476928035334	203.30509216331407	-2806.892568187019	-2949.388603080383	-1410.321267250831
400000	-7505.670669306206	-7172.830220139596	-332.84044916660986	0.13217441023144713	0.06796904976634134	0.21566091162027884	0.5841956283819333	0.22379002014837343	0.21360559350383607	0.16110427301860872	0.4015001133291811	0.4492756538945083	0.28658037536674386	0.05757583526969508	0.20656813546905248	1.8202782639702897	1.510894154768616	2.875719428631292	1.2339825746311908	1.3421264555866668	0.4250051725184817	0.008427637775398483	4.560743054778196	48.057004416365835	203.3549910313891	-2800.8185813910045	-2965.625738134678	-1406.3859006139132
425000	-7503.048131214478	-7164.802832646361	-338.24529856811733	0.1470711362932521	0.06928605069684719	0.21727916704751943	0.5663636459623819	0.23925945048307218	0.20675989988932028	0.14369338532101444	0.41028726430659246	0.44984811921883017	0.27118197011084744	0.05720338993596861	0.2217665207343536	1.766453926987264	1.3343479439406918	2.7906250623323965	1.420083236908115	1.1127721586257597	0.4691450008323544	0.008547272761831577	5.308188402234962	47.52525174366521	202.33708399627574	-2807.7092356802136	-2945.446134169611	-1411.6474627965365
450000	-7505.089356039834	-7162.628003740316	-342.4613522995181	0.11731657073187944	0.054940531184292596	0.19010136242291478	0.6376415356609137	0.25161966914510747	0.2206536069848532	0.18871696508522312	0.3390097587848159	0.45066189458052985	0.2543260585201595	0.06587865146068145	0.22913339543862904	1.886102818902629	1.3563914331356186	2.2482248161033374	1.216025827334185	1.2662628040117139	0.5187400630699789	0.007627111866972503	5.4796778559059165	49.1857358837721	210.21592026009185	-2803.8889651639124	-2945.7659102319717	-1412.9731283444316
475000	-7495.0819117082565	-7155.8108280395745	-339.2710836686816	0.132247426246725	0.07676349364868847	0.19628118147986734	0.5947078986247197	0.22382581530335272	0.19868666717720604	0.18786414687851444	0.3896233706409264	0.47795017146536045	0.23760392644918743	0.06981861209768024	0.21462728998777156	1.685485524919936	1.4626243350759105	2.3913525614694127	1.2747237724852316	1.2730950171875295	0.45348941876764626	0.00833164018103277	5.33114893425339	48.35289624128981	206.62106517376156	-2792.513731035796	-2952.749220980875	-1410.5478760229037
500000	-7511.942746821927	-7175.785274866743	-336.1574719551841	0.1398503548806607	0.061143896146136675	0.20633980983197417	0.5926659391412291	0.20289445262585598	0.239865301438241	0.1860470850410434	0.3711931608948593	0.4452552461289689	0.2570159151300052	0.06760682016864085	0.23012201857238473	1.868185206770582	1.418122237406383	2.5386760211328334	1.2290779618481138	1.2715270690143055	0.5004858165749541	0.007874019025577626	4.6689060078174744	49.21292201745792	205.0164020771865	-2803.848747427176	-2965.7029458347115	-1406.2335816048558
525000	-7518.735899861213	-7170.581082026635	-348.1548178345772	0.13359537766491353	0.059549395866241785	0.21591645703166623	0.590938769437179	0.22800271198119695	0.19567694158378157	0.2006038715885461	0.3757164748464751	0.460971715397958	0.26814982397351506	0.05273999108099958	0.21813846954752703	1.7194142111379458	1.3998726452313766	2.6167400621967802	1.2152722536203584	1.3493201682719256	0.43643268407733826	0.007575735591676015	5.257313561110657	49.66772927768905	215.5343150408681	-2802.5451739671043	-2949.2492102340693	-1418.7866978254613
550000	-7510.933186270509	-7164.325765578855	-346.6074206916546	0.13959531864725228	0.06902126979727746	0.20521236979149374	0.5861710417639769	0.27591972295033557	0.1892404182971303	0.1699938921256095	0.3648459666269244	0.45559225504085216	0.2601000117778005	0.060835137448096654	0.22347259573325032	1.7098075645210116	1.4855025236159751	2.085203668688981	1.2875795371165313	1.2280376114598663	0.48575227779082547	0.007687469281595917	5.662927049038103	49.71213314209797	215.2876570217124	-2802.156447898506	-2953.4814122147077	-1408.6879054656415
575000	-7518.203969937981	-7172.060178522284	-346.14379141569646	0.13128125905192378	0.06172603949386883	0.19576487884796864	0.6112278226062391	0.22590578397030298	0.21791453804650318	0.1782985381822995	0.3778811398008941	0.42300556067422757	0.26644231321414286	0.04597555167197244	0.2645765744396569	1.9865282179801733	1.6696208123910965	2.428481719019333	1.191315865839303	1.3231965643184667	0.4863985977747996	0.008075908094292135	5.924960096134508	48.8553522620923	210.97251972129084	-2800.7264454335295	-2957.333719419637	-1414.000013669117
600000	-7524.369948641951	-7175.5970112613995	-348.77293738055147	0.14034998140445698	0.058868017845548196	0.20884394532036904	0.5919380554296261	0.23808215118506743	0.21769626874638348	0.17696066144732336	0.36726091862122545	0.4720252408246079	0.24621339972491058	0.05963779165615664	0.22212356779432463	1.829734543143209	1.3432718412433453	2.2487617717568544	1.25301640692742	1.2725501065933178	0.47563832651225085	0.008018681867313181	5.928230681752893	48.11984139736579	212.14462979167953	-2810.861332140417	-2949.9042166160298	-1414.8314625049527
625000	-7530.11183182835	-7191.974445938426	-338.137385889924	0.13866813548388887	0.05592120514045751	0.20312580210280773	0.6022848572728464	0.2261905647303538	0.21980728037723932	0.17019929025587446	0.3838028646365321	0.46773953512198463	0.2637971690878849	0.04786629601678913	0.22059699977334096	1.6926680565612422	1.77670548451833	2.2604264477884812	1.2469288881107	1.243318362368363	0.5109286013690845	0.00776194185057287	5.320916018765959	48.50201368220292	208.6229180521714	-2809.371529288692	-2975.173036028323	-1407.4298806214103
650000	-7515.317637882196	-7175.819074691643	-339.4985631905529	0.10704356508114493	0.06401056153217993	0.21927338063484386	0.6096724927518319	0.23219317456390606	0.202998991424757	0.18109572152337525	0.38371211248796117	0.4334264678403306	0.2802992848447989	0.06099476772652862	0.22527947958834155	1.6492426165245981	1.8481587824464136	2.6655325854515897	1.3451690768723603	1.14953482355257	0.5069397618458922	0.007953446966553927	5.051277916765015	48.76191444754639	206.1667114674795	-2799.8444817484137	-2965.6580292063963	-1410.3165637368338
675000	-7508.460410420333	-7169.622500633182	-338.83790978715064	0.1324687834153372	0.062378863326372526	0.21257995301934252	0.5925724002389483	0.23814235923479476	0.21687586286587407	0.1944035119813252	0.3505782659180053	0.4453330653756128	0.23962959903154235	0.06217189543676099	0.2528654401560832	1.8157661240198788	1.64486144785286	2.0108276207936915	1.2793354944291526	1.230672372335459	0.49132230225648116	0.0082446386074323	6.039453817100645	48.62345749805183	204.5480829433758	-2799.8931164961487	-2961.1774385959743	-1408.5519455410595
700000	-7516.963349623238	-7176.989331937908	-339.9740176853304	0.1450660323247541	0.06202069078952297	0.1951549666206849	0.5977583102650387	0.22191668965697106	0.2015435958153386	0.18134824290043924	0.39519147162725055	0.44505915721063505	0.2849933001460347	0.05641318176611183	0.2135343608772177	1.8020069211812544	1.4738875093308341	2.4855549973044773	1.3413431722202447	1.161796857625518	0.49848541383147843	0.00835064431159602	4.6339991895349995	48.144861726987756	204.81703838775738	-2798.975361164605	-2963.4923938768075	-1414.5215768964947
