Sample	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
0	-10859.069786974234	-10631.2707896782	-227.79899729603446	0.4198237419766272	0.10777993846279289	0.33607923775172055	0.1363170818088593	0.2710506307005098	0.24606812596910693	0.3701732685281988	0.11270797480218442	0.1620996097385068	0.4838616127028848	0.21796000320478146	0.13607877435382698	2.7665424366227933	3.310896403181727	3.5068580210104465	0.4805257423574275	1.4288282839893918	1.0881722867120258	0.02197755350436471	2.11461616066198	46.54169629004533	145.11519887726874	-1961.3636370247107	-4937.702139547927	-3732.2050131055616
25000	-10833.762840508247	-10612.114621544433	-221.6482189638145	0.4112177483927073	0.10444562291433297	0.3737043797463637	0.11063224894659592	0.26992868467243053	0.21033473857232196	0.3861681039467461	0.13356847280850134	0.1664467670918432	0.4681529605663886	0.23298943335692487	0.1324108389848434	3.5955386376388527	3.2208977298003476	2.6244628429565227	0.41584123546780843	1.5147282141186158	1.066648842011042	0.022101367280945975	2.245916704538001	46.1271338460477	140.43202783407247	-1962.4000557973334	-4914.128847762902	-3735.585717984197
50000	-10831.83466127253	-10610.709532210567	-221.12512906196434	0.3652256636127087	0.11636430756831724	0.37937730748271414	0.1390327213362599	0.23209521595747992	0.2474870208556445	0.3905476229322966	0.12987014025457888	0.17191907842647297	0.4623306634246764	0.21786118500015006	0.14788907314870073	3.041524143506892	3.052248732025172	3.108612852321849	0.4000175980311507	1.497072275891244	1.1000530670206112	0.02191284375938187	1.8678972025250025	46.29247641534404	140.04635969378828	-1957.7086797796246	-4919.556475898181	-3733.444376532762
75000	-10845.1830254755	-10603.585062959113	-241.59796251638792	0.44354460772110404	0.08157101046675459	0.3451313122337689	0.12975306957837232	0.24423822971291398	0.24609383083315634	0.3888364278510567	0.12083151160287295	0.14726224984427075	0.4909530291172798	0.21584163748132	0.14594308355712937	3.055881096603338	3.0617023629466593	3.028029245471964	0.4770658375534635	1.4858274929467992	1.0346165068214208	0.020665919721082678	2.8111608294574375	46.70037359917992	149.76841154148215	-1959.5173160544812	-4921.540702953471	-3722.5270439511605
100000	-10835.811915966557	-10603.735424834684	-232.0764911318724	0.3771773678846195	0.1155070036138531	0.38851014096735764	0.11880548753416975	0.2239694502656034	0.23071028041192912	0.41077024476119983	0.13455002456126758	0.15679941007202022	0.5189168262449828	0.18169591670321464	0.14258784697978202	3.6042855739072075	3.213516768279538	2.9601273166291002	0.43088748087796797	1.4749419280777953	1.0914605314293697	0.021079814196623962	2.2763515948029136	46.6642560826838	148.06536146131134	-1960.677797662851	-4912.093015150731	-3730.964612021102
125000	-10839.602026705468	-10607.823376690665	-231.7786500148031	0.41943150703283755	0.0851671935392675	0.3614028807470624	0.13399841868083245	0.24690623489328936	0.2315681247310751	0.3923939349039379	0.12913170547169747	0.14415388901516923	0.4691703168676161	0.24241839387955558	0.14425740023765887	3.7599139402600943	2.7460291900167784	3.2074441564092533	0.4760127551496864	1.5214355266330544	1.0000565408608293	0.021232447749981703	2.225189942914664	46.80427607506435	146.3744536651074	-1962.0559157943683	-4927.922875339706	-3717.844585556591
150000	-10831.584254064663	-10602.19912895037	-229.38512511429363	0.4005481601189607	0.10758542259029355	0.340784276280801	0.1510821410099445	0.2451257456592469	0.2048135544178526	0.4126053818571092	0.13745531806579114	0.149067565574976	0.47920933295416196	0.22265381933073508	0.14906928214012685	3.725962086739316	3.122750347268618	2.7080560938430303	0.46379054821484855	1.4344685877674834	1.0991874856758335	0.02074980224988849	2.2238706484817015	46.862744619870924	147.0783849292026	-1960.9858662870372	-4914.943995146958	-3726.2692675163753
175000	-10837.674970093458	-10613.21433324579	-224.460636847667	0.4400398084357745	0.08958029391367371	0.3319789454160592	0.13840095223449234	0.261891543628697	0.21964049671401573	0.40899978004196846	0.10946817961531877	0.127236461611883	0.5265314565433414	0.18694296092998122	0.15928912091479439	2.866382318336083	3.1535757281713535	2.9047575521311	0.4620154077237978	1.4581616383998286	1.0772611224845812	0.022292456752843203	2.2250304375283183	46.59125955238315	142.74657367507956	-1960.3917401575084	-4924.960629453888	-3727.8619636343938
200000	-10843.031070773595	-10612.571237935681	-230.45983283791392	0.43457039962247485	0.11070913809407537	0.318028589924251	0.13669187235919864	0.2350547397317978	0.22050143207268233	0.41889637086781717	0.12554745732770248	0.1493240221484662	0.46996126659254217	0.21468291971038425	0.16603179154860745	2.801357793311945	2.8144547735805117	2.798705545529091	0.43087127639201017	1.543408738872159	1.0230098479567442	0.021979476937413926	2.080396923264058	46.63029100915963	145.042183415892	-1957.9350916937121	-4925.689814915908	-3728.94633132606
225000	-10833.815967495635	-10597.564267248174	-236.25170024746157	0.41316146496094874	0.10197557658021354	0.3587640598447909	0.12609889861404672	0.24363289575022845	0.22157578933361508	0.3997898289886555	0.13500148592750078	0.169752523838062	0.48022325148946177	0.20611757399207042	0.14390665068040623	3.109711906421285	3.803064188778145	2.766752258481607	0.42211839437263254	1.5872908531092875	0.9878389353484248	0.020969296944984873	2.658040123711094	47.18443092569504	148.75580737801812	-1952.088120595162	-4923.970476199498	-3721.5056704535123
