Sample	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
0	-2626.8951675417425	-2282.849629758528	-344.0455377832145	0.12833127402106245	0.29521016810298506	0.2481598595119926	0.32829869836395986	0.21823433001287493	0.11529559804656281	0.25399275211625066	0.4124773198243116	0.3076746083713236	0.21891648820296278	0.2950108461323128	0.17839805729340072	2.361512611167452	1.6135548900508785	3.790640976476344	0.794425154134344	1.1067037069601529	1.097892211068048	0.0012056422462972125	5.013275344497461	54.39561019536795	240.38670068136335	-651.8476281832105	-794.5755954716875	-836.4264061036299
25000	-2628.4279796022283	-2286.05766677707	-342.3703128251582	0.1526782351048541	0.29158155568078725	0.24117431243037984	0.31456589678397884	0.22073702011338658	0.12671814744571894	0.2429089022539818	0.40963593018691274	0.29591762029294033	0.22378747252977374	0.29604961054002576	0.18424529663726022	3.097596474465481	1.5017511664026082	5.617601051673691	0.6096674137745064	1.177132743393767	1.211341116230652	0.001245699825270424	5.6975182195357394	53.09610273988085	232.09423006305747	-650.9163608022528	-801.06611418027	-834.0751917945471
50000	-2624.614063336163	-2284.1044447855156	-340.50961855064713	0.15751649306007104	0.30110466398334956	0.24037557436370902	0.3010032685928705	0.2289393546522735	0.112750831962423	0.2567081165632058	0.40160169682209795	0.37213840998247494	0.19509474564419413	0.20979540843789668	0.22297143593543423	2.2442470545514364	1.1908878704055066	4.9494799074121625	0.6800898286952545	1.1813332258117655	1.137053563724861	0.001539967008894868	5.769421269560715	46.5360481071104	211.1079473203119	-651.1003592207766	-795.2114634360312	-837.7926221287082
75000	-2612.457822486348	-2275.114859250785	-337.34296323556333	0.1910826663726356	0.285897310011593	0.23759377532342862	0.285426248292343	0.22767666357586142	0.10104871590041253	0.24264841834422893	0.4286262021794974	0.31161308928243914	0.1975033115460082	0.26129391728595025	0.22958968188560244	2.8881378843016012	1.3868640568810668	3.7935389838078266	0.7402975117158981	1.243739317775972	1.0147264919924903	0.001369997455604042	5.2088475210469865	46.351635311741745	212.49294347415793	-647.988899798037	-796.4050345902406	-830.7209248625071
100000	-2628.5264184239336	-2269.8159984299414	-358.7104199939921	0.14922423436225776	0.3098742219060283	0.2417926704610607	0.2991088732706536	0.25509047249333167	0.11491981038874907	0.2263387941485716	0.4036509229693479	0.27955612917034595	0.20733201772832105	0.28445088159734633	0.22866097150398668	2.447684574438361	1.0956248553958314	3.8225119388860094	0.7309248063001571	1.3475797730297843	0.9202141102238677	0.0011628331968439286	5.603944133760723	52.89090138557894	241.24395898316507	-644.9617888994209	-790.8585233456023	-833.9956861849181
125000	-2646.0719528050495	-2280.84078232064	-365.2311704844098	0.15899233319199937	0.33779018431187857	0.23505418103803805	0.2681633014580847	0.2611567317749824	0.10913244624648677	0.24566768275837916	0.384043139220152	0.2988449714554234	0.22379880592994203	0.25876543611198505	0.2185907865026495	3.8656800577684085	1.4624264689647495	4.7618726865509355	0.7612397187922126	1.1059574379643105	1.131665889523439	0.0012751017059270068	7.231377178639103	48.596770477440415	238.105923858659	-657.5774763080817	-800.1617220308691	-823.1015839816893
150000	-2674.738452511116	-2294.866105722705	-379.87234678841116	0.16695986958182069	0.3438564814106337	0.22601079606733185	0.26317285294021464	0.29802348475173934	0.114140616744677	0.20466172971543084	0.3831741687881533	0.3041636987932529	0.2281255004448021	0.25604575193163237	0.2116650488303126	1.4967187385137823	0.7966097950409263	5.3997410546880396	0.7603256650478271	1.0582929256566043	1.1802401029386522	0.0011220213072823376	8.40198289469437	52.78191411295761	256.75495538696674	-654.2265319050957	-800.9769099219828	-839.6626638956266
175000	-2653.035310767458	-2286.462953890896	-366.57235687656197	0.14824030367042718	0.3336468608720817	0.1931954714790256	0.3249173639784667	0.28518303743930734	0.11516961165557249	0.21383284238112976	0.38581450852399074	0.25658627983783927	0.298172965842536	0.22617521804658597	0.21906553627303874	1.6073089390463762	1.1689946187486964	5.2485963227519585	0.6287083590029864	1.0672209434216362	1.302302642142057	0.0013794037472358832	6.407066693935136	52.12393324247443	245.1753783256649	-652.8104651955902	-798.0499751590701	-835.602513536236
200000	-2621.588717335127	-2274.2413369889528	-347.3473803461744	0.14759267295669184	0.31605192689849615	0.2440937826292334	0.2922616175155798	0.19789248389667777	0.12788567892773953	0.22996539815088662	0.4442564390246964	0.3367630531352117	0.1664178347197915	0.30050338096084034	0.19631573118415663	1.9012918915981325	1.4207247710879118	6.590806499816196	0.6872636897117577	0.9796033152352867	1.3316437745277723	0.001227873397875156	5.922134169539783	49.23114667793412	224.50905761819496	-649.315243278048	-794.2061997751164	-830.7198939357883
225000	-2653.4581796046054	-2299.4277771027373	-354.03040250186797	0.1631178829315244	0.3352969634309346	0.23931995426890895	0.26226519936863313	0.2762695275488039	0.11370957506619674	0.22106911792212877	0.38895177946287085	0.3068205079082476	0.25327165619508935	0.2550400914030837	0.18486774449357946	2.603589606678144	1.679906116976282	4.092866961362855	0.9679909257627355	0.9176532825594226	1.1142033675148062	0.0011206412632985044	6.569058489268866	50.89956377428271	236.81029909628296	-652.483963768782	-810.052305842574	-836.8915074913814
