Sample	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
0	-2468.6794259525486	-2428.8366842382534	-39.84274171429504	0.4257644924147146	0.04316137854164613	0.21276668698107895	0.31830744206256034	0.2469218521039261	0.3895770181388394	0.2239861199805851	0.1395150097766495	0.08640513186371358	0.48523702400577706	0.35741606562727846	0.07094177850323086	1.8633092360684278	1.8360745127749094	1.5357098517126786	1.3738511530409856	0.5612820184522617	1.066647072092662	0.005544509098552475	0.5475796908303058	46.05778315542163	77.78792789402794	-946.2785745055304	-627.2699743790165	-855.2881353537063
25000	-2465.7528510077236	-2419.563656079919	-46.18919492780468	0.5204032112235191	0.06167174840116513	0.13801170076670513	0.2799133396086105	0.28041965391083223	0.40188258254698295	0.17743324527938606	0.14026451826279895	0.09124608111537047	0.5409219431904828	0.29252028844619765	0.0753116872479489	1.6260253644264506	2.1968695005367036	1.166185220132238	1.3724744258617552	0.5964345394239182	1.032864722456525	0.005312944072990809	0.5396157767836178	46.41094908592572	78.37207241016625	-940.5452148491714	-625.333118059038	-853.6853231717097
50000	-2445.3465395310436	-2435.3426444133943	-10.003895117649117	0.5177137476382664	0.03798931065693214	0.15973980424434245	0.28455713746045874	0.2611848600973526	0.3599234846574242	0.19777977111146489	0.18111188413375873	0.09999104237114727	0.5230838410551568	0.2921426685466337	0.08478244802706202	1.533813043754899	2.2150914112718914	2.047422274785197	1.5548387327306081	0.40163315275192935	1.0461702037209415	0.004948540251417921	0.3860510224307261	46.154554932715065	71.58890862520144	-951.3340675678359	-632.2677197875641	-851.7408570579942
75000	-2440.7795549596485	-2440.3548459000904	-0.4247090595580927	0.5054011725550767	0.03599193080983323	0.1474525817803157	0.31115431485477413	0.3018785099867654	0.34978956828283286	0.20491945270435	0.14341246902605218	0.09529270900817108	0.4922810371927735	0.32079409227699274	0.09163216152206233	2.6239972897480417	2.925356225251345	1.9851019941770043	1.3374915166219525	0.5346734343779594	1.1294421514601918	0.005884575209232375	0.35028697579440515	46.23837900270042	69.33224312997734	-945.2197689538664	-632.0626790080694	-863.0723979381547
100000	-2473.0656731385266	-2425.779280582662	-47.28639255586458	0.4892735419099059	0.04042594492731339	0.14444776173226923	0.32585275143051107	0.2631087565872189	0.3785786214992933	0.21474134680176868	0.14357127511171972	0.1162384408801912	0.49153322354350004	0.31919438924420884	0.07303394633209953	2.236128246732364	2.4030990470407634	1.793057101126691	1.3493644386423387	0.4382646506279235	1.2140345509137482	0.005364790783520546	0.5913748536371237	47.35386869802553	79.70286615837912	-947.956753859251	-626.6047034386496	-851.2178232847616
125000	-2454.6290041612287	-2418.9344770051503	-35.694527156078664	0.49479411089352343	0.0521426856410357	0.18066523162824713	0.27239797183719344	0.23262609431577583	0.45482690147132476	0.2108601676995922	0.10168683651330786	0.0853064881802554	0.5315840154615732	0.3168343335901702	0.0662751627680008	1.8064216548897032	2.2125541004687364	1.5104060767714642	1.313947875268739	0.5696630012873959	1.1178841133260977	0.0049614748845185005	0.45258031080249744	46.832881191034176	78.8200661485541	-945.754508237017	-628.9659890378625	-844.2139797302708
150000	-2459.257493227067	-2437.357978219284	-21.899515007782657	0.407233540429005	0.0544399187070386	0.1388577543706192	0.399468786493337	0.2507181549085334	0.39308078343095587	0.199647916239278	0.1565531454212334	0.09836984989528266	0.482663476904155	0.34538697833286747	0.07357969486769429	2.024362562436356	2.3135006039362347	1.5149541607384027	1.3525703240046265	0.5666044595936226	1.0825041227065364	0.004699723143009531	0.4463562657804469	46.18581077223637	74.14588928590581	-952.271699561167	-625.4615810625513	-859.624697595566
175000	-2468.5990587559063	-2424.7168220601325	-43.88223669577386	0.4577342969404729	0.058095303035651524	0.16918057057641658	0.3149898294474588	0.24024566002186837	0.386595366077694	0.21209987059970972	0.16105910330072848	0.08455263037936463	0.5477906626285323	0.2908060056182489	0.0768507013738536	1.883585872874073	1.9572745111744254	2.398024453036914	1.5245934976037867	0.39791495129576926	1.079989615374751	0.004942505860944981	0.5524868443572323	46.42474985278472	79.24246584887712	-941.0800093557559	-624.3117608924839	-859.3250518118924
200000	-2497.090957472247	-2430.6774132112987	-66.41354426094821	0.5143557702459539	0.04104050559831461	0.187551061842109	0.2570526623136222	0.22888071100850574	0.390456425349875	0.23889354761570736	0.1417693160259125	0.10431415488063134	0.5492495001732068	0.2714218821702252	0.07501446277593592	1.7242309318076139	1.4039590840262768	1.8529554584393657	1.4341933046780913	0.48570125010026105	1.0821730323867844	0.004689144999062461	0.59994925529884	46.0414246496142	82.62642320267842	-951.0170257905323	-624.5333481470273	-855.1270392737395
225000	-2471.483511363193	-2426.933534859052	-44.54997650414081	0.4902486388121674	0.044596847023830585	0.14704795019570824	0.3181065639682934	0.27230495887800865	0.40084255749266196	0.20395656418190572	0.12289591944742441	0.11962156201394339	0.45736566667359174	0.33111505628281396	0.09189771502965015	1.873302631609387	1.967996647401153	1.9397829036770378	1.1450315125169581	0.4939823353874796	1.3616767783456458	0.004926475420981801	0.4444670195521917	46.40540484168912	78.41811903332885	-950.1790417007057	-622.1735086195907	-854.580984538756
250000	-2477.989346151641	-2429.3378228101506	-48.65152334149035	0.48831332237110764	0.08174696964160354	0.12487589358711844	0.30506381440017005	0.24478925303237736	0.39994307085878356	0.20106181565080963	0.15420586045802998	0.0916604035166223	0.5516239587273614	0.28450214903075755	0.07221348872525818	3.3275441479598453	1.7772827985771502	2.5122910914020116	1.3354069618949576	0.4710768343804236	1.1951133797336446	0.004590113404078599	0.6212450947458795	46.1729000831353	77.99364925695349	-951.9903206111098	-622.1180765262974	-855.2294256727432
275000	-2472.2051747916926	-2433.6062232530007	-38.59895153869199	0.5080291282651981	0.037951329475747114	0.1808062686553232	0.2732132736037311	0.24911362199848483	0.37771053833500406	0.1917154219141203	0.1814604177523915	0.10400421921950535	0.49276729626874566	0.3309297144742967	0.07229877003745175	1.1982035383856884	2.3187460290841417	1.1709338517434418	1.2719559653958816	0.47626990387377666	1.2530691591369916	0.005511852999582216	0.4696721752194153	46.042183604320094	76.55738250414024	-951.556404082569	-623.921537795644	-858.1282813747877
300000	-2451.6530830446127	-2418.0678574620842	-33.58522558252847	0.5151049018168594	0.047814765009418406	0.16301969085983609	0.2740606423138855	0.2766059513642839	0.3473797747668005	0.20585755040964676	0.17015672345926935	0.10204869541515409	0.5045155528560875	0.3245830141660171	0.06885273756274071	1.7857933902734082	1.9971367786594207	1.7205485658610646	1.463460145094707	0.42269653448802175	1.1160502734891533	0.005434058447971343	0.4661674856050412	46.93152652494187	78.14432572593682	-944.0890031085735	-623.9282958854856	-850.0505584680252
325000	-2470.8795212140158	-2431.317253827371	-39.562267386644415	0.4880099818893406	0.04950016704860425	0.16855249333830286	0.2939373577237515	0.26407780094661987	0.3888918638075907	0.22264968535633153	0.12438064988945852	0.11810852393234814	0.5086538948177736	0.30566877500031464	0.06756880624956332	2.076149719826018	2.396096211979777	2.2936916839079773	1.3537273283349416	0.5875143167164665	1.0604427707978086	0.005356016104258935	0.4854415124534639	46.12262101140431	77.23608974024489	-948.322516711454	-630.7144195329173	-852.2803175830002
350000	-2453.3023699406413	-2428.50484624361	-24.797523697031263	0.4898578758570225	0.06159491112857704	0.14420735208850027	0.3043398609258994	0.30067446547032517	0.39927034233909986	0.17447906744982444	0.12557612474075125	0.07990917078190128	0.5218792031611705	0.3137978405602264	0.0844137854967015	2.3434531931813987	1.7786618764364026	2.527296847692236	1.4006163085706826	0.4791735853628403	1.1221178027739596	0.00488677679720868	0.5015922917065668	46.00664685217296	74.9668012098266	-942.0353944415508	-626.1442965852233	-860.3251552168356
375000	-2430.7864275936704	-2431.198355288048	0.4119276943774208	0.49897735103747215	0.04132867494342346	0.16107412547898756	0.29861984854011614	0.27023555221623513	0.37855990905372255	0.2294541812961907	0.1217503574338522	0.11026060746125496	0.5047091380282851	0.3362944003088165	0.04873585420164311	2.542933528603858	2.7782040757744904	1.6273199463441228	1.5240594155908394	0.6047709602190412	0.8736651452167459	0.004963253324231624	0.3994890747600628	46.236889341199955	71.64501954196861	-943.7110491349978	-626.081546709391	-861.4057594436589
400000	-2461.41781581508	-2435.6178346550414	-25.79998116003848	0.5424852027921176	0.047501663102096886	0.1138144742179469	0.29619865988783795	0.2232490583615664	0.39941546662209837	0.21535835637206702	0.16197711864426875	0.09806351794137845	0.4723102686865528	0.374331595031345	0.05529461834072358	2.0759620625645687	2.407105682232281	1.8811457491548909	1.371989228089623	0.39867563540387607	1.2311065137831219	0.004809338624231574	0.39839951420691305	46.36287515116442	76.34086388472642	-941.3816963048276	-634.2249447319166	-860.0111936182968
