Sample	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
0	-3255.0439883171516	-2833.7946118812547	-421.24937643589686	0.3811742079540888	0.3581831407276174	0.05060337672389526	0.21003927459439853	0.1141134988753939	0.11140114043653174	0.5457459796390213	0.228739381049053	0.42082440810650534	0.24667636898256942	0.2903543794017235	0.04214484350920175	1.807562312081067	3.68429244517275	2.1870052284730503	0.5506817028981364	1.339168391165518	1.1080102949977662	0.001582299522305463	11.205425687943329	52.75494695813811	309.6003118667655	-718.502107965823	-1155.0368954769044	-960.2556084385272
25000	-3273.9383107435997	-2837.658539837628	-436.27977090597176	0.446270584098255	0.3586698537024981	0.01561603401550396	0.17944352818374298	0.09009545665318874	0.09490658792145339	0.5806021107105505	0.23439584471480765	0.48545068296327293	0.20609568388854982	0.26736481858521693	0.04108881456296023	1.4739552246128347	5.396172292560285	1.5502021430034376	0.7093313480543066	1.1245040279265763	1.1647804875812813	0.0013045822956081238	11.2946797697418	53.838197601847554	322.14012340310546	-715.5135726662352	-1159.4863351103359	-962.658632061057
50000	-3265.476820377016	-2827.4039956601546	-438.0728247168612	0.3689227106328361	0.4226066959136255	0.023873041244876797	0.18459755220866172	0.11905240007796222	0.11181805302498488	0.5169754246710659	0.25215412222598704	0.43734519668033944	0.2494398531698957	0.2611656198897088	0.05204933026005583	1.43416428358541	3.582355306672454	1.9744606623066525	0.6189986250238273	1.4455116700496375	0.9336754126647453	0.001570615400576726	11.118250161065067	56.777169882622665	330.31252479567075	-717.8584099179978	-1154.61011128014	-954.9354744620166
75000	-3264.9951281829176	-2824.7565827803655	-440.2385454025522	0.35551276826826866	0.4136478178690936	0.028769182622327544	0.2020702312403104	0.12850407702035602	0.1260885747192257	0.5201069501291369	0.2253003981312813	0.4874181318891344	0.23479082317795738	0.23582631807915908	0.04196472685374935	1.1167087338207122	3.1726296587095035	2.420932565561544	0.76496695926451	1.4426716371705417	0.7912421986090666	0.001413135568172791	11.892565722102404	55.015143748689454	332.01669537823017	-723.7856521584706	-1149.8375433559331	-951.1333872659615
100000	-3275.5616495755467	-2825.1335498922367	-450.42809968330994	0.3492805420749841	0.4424006615155816	0.014728780741907178	0.19359001566752732	0.11707220063274734	0.12482979314545053	0.526659243772984	0.23143876244881828	0.4443335575191082	0.28230660755361947	0.23641726686824133	0.036942568059031136	1.6345101565392968	3.0544893832373265	2.053338898088719	0.6440390393381942	1.3744087009023693	0.9798572075658111	0.0013171324905246282	12.242355207311041	51.928946868521216	331.17378162629774	-716.8735295742463	-1141.2647432648043	-966.9952770531862
125000	-3261.84417894403	-2827.9181202022537	-433.9260587417763	0.40706551158908416	0.3874398684787919	0.016222017174577302	0.18927260275754665	0.11982681060815323	0.11567870308426369	0.5304172131661243	0.23407727314145887	0.47371012260337053	0.23012553355446294	0.26904532419241134	0.02711901964975529	2.0739629027437636	3.9029144818883794	2.5067553204833186	0.7899858325874777	1.2959146036530687	0.9130994962955867	0.0014476170769987607	11.047076275183652	49.8869904343154	307.38419135429484	-712.0822322974644	-1152.7914624927555	-963.0444254120337
150000	-3257.431789052007	-2821.1244857755246	-436.3073032764824	0.3528982331616204	0.4406335649412103	0.01437157256717048	0.19209662932999882	0.14586300053641588	0.10553820042023303	0.512502245901517	0.23609655314183406	0.4901638975353782	0.20517412419661427	0.2636991987435221	0.040962779524485446	1.4770572912160629	3.707602015504673	2.6545208501887627	0.592277111013651	1.5765482766176726	0.8292330748020773	0.0015122748509793318	10.219508300093498	51.267761949633446	308.35481434578566	-721.7400711748575	-1145.8871835784785	-953.4972310221889
175000	-3218.972307030675	-2829.1840638101476	-389.7882432205274	0.398009428552401	0.39726232637967135	0.035436328750156676	0.16929191631777102	0.11682384510380629	0.11030451561079803	0.5502683546826844	0.2226032846027113	0.42718103487700443	0.25032760479707156	0.2658930892187072	0.05659827110721691	2.69476688712927	3.644684409395773	1.65267405668899	0.5819810623822332	1.3932995530007224	1.0227288182474388	0.0015349307553860147	8.13583559862818	47.68757797597049	263.8486080817618	-728.2475521079349	-1143.5441524438318	-957.3923592583807
200000	-3239.5462908928166	-2813.481256672297	-426.0650342205197	0.427482602817718	0.4016449681954545	0.006717650691679931	0.16415477829514777	0.1317725677347772	0.10330987161668347	0.5220423634426642	0.24287519720587533	0.46848221125562695	0.23647595324459075	0.2510107901676567	0.04403104533212576	1.9681237414230028	3.2422694250131863	2.606890407218893	0.5804660543925126	1.3686471096430783	1.0488890552710433	0.001505500725665035	9.85687645701003	48.943487122436835	297.94045510911224	-720.1089628197609	-1147.268042033099	-946.1042518194372
225000	-3245.593746136286	-2829.1714368569337	-416.4223092793523	0.37755598007123853	0.42747079577625335	0.012359787402314533	0.18261343675019368	0.11173145914016276	0.13769162175128902	0.5027005629204803	0.24787635618806814	0.4115352246565999	0.2690419092683015	0.270794968034092	0.0486278980410066	2.0958428240856866	3.0772977390878684	2.291097778407468	0.7375989709032159	1.4839759927104867	0.777175507676316	0.0015884496369382127	8.685421150435378	52.84191095435499	292.706657471737	-722.1186170190305	-1144.921162551057	-962.1316572868466
