Sample	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
0	-54727.340656313725	-53962.57597449728	-764.7646818164405	0.11123743010960202	0.02384245955183436	0.630445469722396	0.23447464061616774	0.17965859896445271	0.5875715251173529	0.11934851072524928	0.11342136519294511	0.23309546766566464	0.1780518394674538	0.31888058469953656	0.2699721081673452	2.4571860776505474	5.9728357676758	2.646841807650341	0.44587309954738075	0.5823242706479579	1.9691639302786963	0.03695683456504844	140.1379432342493	309.8851676809961	2008.4946099574397	-12115.84054320317	-14209.658159036831	-27637.077272257284
25000	-54746.1759308859	-53980.86303255056	-765.3128983353403	0.11115696616022681	0.024421853353692593	0.6346410339629741	0.22978014652310666	0.1769194068567458	0.6003164336361333	0.11503908987860044	0.10772506962852045	0.23311715912844125	0.1796586855558565	0.31998838136044	0.2672357739552625	2.4742508053544023	5.963786327075536	2.674421968618722	0.45817379010637027	0.5965151042934655	1.9427309807911466	0.03649184963717486	125.1870171801176	405.1640689386512	2152.047142600518	-12121.999042136158	-14218.267231846965	-27640.596758567437
50000	-54736.1813849545	-53970.18408529897	-765.9972996555297	0.11614820323634546	0.02430582772374883	0.6093937066590451	0.25015226238086063	0.16848827708623895	0.603760101498808	0.1136203647989135	0.11413125661603943	0.2289312651465321	0.1810338252783298	0.3155896610639909	0.27444524851114743	2.5322708363488275	5.697913652805778	2.668199133724058	0.43912901398840776	0.5972686833512759	1.960931488441213	0.036080430636996286	133.49311667386033	381.10988894304535	2182.670893496548	-12126.483447210354	-14218.23592846339	-27625.464709625223
75000	-54742.60313403524	-53974.921502147554	-767.6816318876892	0.11304262989500403	0.022816578222406868	0.626364716824717	0.23777607505787224	0.1915948590861137	0.5789770234667367	0.11787502438088777	0.1115530930662617	0.23604373056283195	0.18008302967928916	0.3155896610639909	0.2682835786938883	2.551106231640005	5.564079473613981	2.689412242703624	0.44302013046571	0.590191949993733	1.964135634447536	0.0365024492806963	122.69195087241413	205.55919941586043	1870.3580269556867	-12112.778667301804	-14223.142310570158	-27639.000524275587
100000	-54729.2426318865	-53955.58692386455	-773.65570802195	0.11081158000731467	0.024764274779649532	0.621315382504387	0.243108762708649	0.1759878263095913	0.5972368493341196	0.11120073623368863	0.11557458812260049	0.23415139702012214	0.17723484693880504	0.3144662328235302	0.2741475232175429	2.5002853009930006	5.7480152607439	2.622597294907175	0.457756114968252	0.5987816658589195	1.9408801054345817	0.034505230215245174	156.44328666987283	343.93121593939924	2197.8682306834326	-12117.572569112679	-14208.016166065723	-27629.998188686142
125000	-54738.85999115605	-53970.32953560114	-768.5304555549138	0.11048056021518776	0.026499720280660444	0.6274571970391266	0.23556252246502538	0.1827881834420415	0.5938992848271812	0.11181421966355369	0.11149831206722358	0.2309579186129592	0.18275123979376345	0.308634004261725	0.2776568373315526	2.6085491708905124	5.95045858247224	2.7116660772068393	0.45572651345845977	0.6124160031124904	1.9292657049217088	0.03481492094043133	146.870068465573	247.1844864741899	1864.8801325888185	-12119.824031247661	-14204.233145809558	-27646.27235854392
150000	-54728.44819026305	-53962.47141277018	-765.9767774928711	0.12016468916752551	0.026356822617263125	0.6217772119451439	0.23170127627006756	0.16876386653768852	0.5973061944998749	0.12156430519726198	0.11236563376517474	0.227926610833888	0.1775920602940838	0.3210232493176074	0.2734580795544211	2.3980360868209303	5.752263821267443	2.6427536500904285	0.4566410277483457	0.5974853929944486	1.9432861555798164	0.035750502912776955	146.30040302577157	242.01052758138792	1876.416024014337	-12121.38671535536	-14206.847970415169	-27634.236726999654
175000	-54741.603520527286	-53970.89699752729	-770.7065229999928	0.11901753234758239	0.025790906880994252	0.6222324165877794	0.232959144183644	0.18294069113107772	0.5902655974297324	0.11388670264078814	0.11290700879840201	0.22329880916191774	0.18105563277619505	0.3186375277045516	0.2770080303573359	2.239918783597834	5.75169265812145	2.741426209093452	0.46099503886658555	0.5838192431534273	1.952619027688875	0.035462108924943794	153.05100454634774	442.5629590189804	2442.2737690255226	-12117.066832928822	-14210.18975620066	-27643.64040839781
200000	-54737.60139495246	-53966.65996089217	-770.9414340602881	0.12066440940431304	0.025932059169517494	0.6027110232681534	0.250692508158016	0.17876654969910027	0.5967738212176262	0.11705908819853597	0.10740054088473766	0.24281005711401496	0.18119943767345167	0.3086429227262413	0.2673475824862924	2.2673498113606927	6.004442856506531	2.624489371185412	0.4527733490105901	0.5991949664014332	1.9454258433927885	0.035798152353825094	157.39236954009283	450.13736823967133	2427.096982712551	-12119.61397958845	-14204.596297910743	-27642.449683392977
225000	-54726.65732510426	-53954.03935685105	-772.6179682532112	0.11803565385852297	0.024671883460302094	0.6282443350933583	0.22904812758781654	0.17985904030275088	0.5950498827775447	0.11194444293790673	0.11314663398179782	0.23358796886715283	0.1782992069485294	0.3127390548726445	0.27537376931167357	2.551017971962828	5.733242472607917	2.5931679886897454	0.4404753389447251	0.5964099167561489	1.960450341151243	0.03544536617283929	138.8737162030267	407.2267484142814	2285.89375544491	-12112.207344271099	-14213.652355696988	-27628.179656882967
